frame,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_knee_angle,right_knee_angle
45,0.48562246561050415,0.22086919844150543,0.48745593428611755,0.24585075676441193,0.4842910170555115,0.4481690526008606,0.4877318739891052,0.4541289508342743,0.47759750485420227,0.6280381679534912,0.48090147972106934,0.6281893253326416,0.49127131700515747,0.8213115930557251,0.49187225103378296,0.8085646629333496,173.82,174.27
46,0.48582425713539124,0.2180064469575882,0.4874105751514435,0.24227319657802582,0.48414212465286255,0.44810518622398376,0.4871293902397156,0.4539911150932312,0.47723492980003357,0.6270636916160583,0.48039066791534424,0.6272593140602112,0.49129995703697205,0.821223258972168,0.49197471141815186,0.8085190653800964,173.65,174.12
47,0.48602309823036194,0.2135375291109085,0.4873593747615814,0.23781676590442657,0.48408254981040955,0.4450082778930664,0.4868309199810028,0.45051902532577515,0.47529494762420654,0.6205986142158508,0.47912299633026123,0.6213350892066956,0.49104297161102295,0.8189963698387146,0.49198687076568604,0.8076774477958679,172.6,173.47
48,0.48598700761795044,0.20982319116592407,0.487676739692688,0.23281367123126984,0.4841369390487671,0.4425351917743683,0.4868895709514618,0.4475581645965576,0.47408968210220337,0.6165810227394104,0.4776894152164459,0.6193198561668396,0.49063873291015625,0.8166343569755554,0.4918208122253418,0.8074061274528503,171.97,172.64
49,0.48595139384269714,0.2063746154308319,0.48795086145401,0.23106053471565247,0.4842987656593323,0.43982043862342834,0.48693472146987915,0.44572052359580994,0.4733218550682068,0.6120128631591797,0.4764939546585083,0.6153169870376587,0.4903170168399811,0.8148900270462036,0.491516649723053,0.8070133328437805,171.56,172.0
50,0.4859333038330078,0.20465853810310364,0.4883534014225006,0.2301342487335205,0.48433372378349304,0.4380814731121063,0.4872254431247711,0.4448539912700653,0.4726288616657257,0.6104645133018494,0.47646117210388184,0.6148607730865479,0.4900410771369934,0.8131957650184631,0.4914577901363373,0.8070051074028015,171.21,171.91
51,0.48592397570610046,0.20440959930419922,0.48869162797927856,0.22947509586811066,0.4843708574771881,0.43780794739723206,0.487262099981308,0.44446149468421936,0.4725933372974396,0.6109910011291504,0.4765823781490326,0.6150211095809937,0.4898086488246918,0.8133548498153687,0.49145781993865967,0.8070917725563049,171.25,171.99
52,0.4859069287776947,0.20420116186141968,0.488910049200058,0.22932343184947968,0.48423871397972107,0.438053697347641,0.4874689280986786,0.44462719559669495,0.4727065861225128,0.6136668920516968,0.4770265519618988,0.6167968511581421,0.4897797405719757,0.8153221011161804,0.491586297750473,0.807448148727417,171.4,172.16
53,0.4859217405319214,0.20400220155715942,0.4890110194683075,0.22938360273838043,0.4840065836906433,0.43823522329330444,0.48729097843170166,0.4447178542613983,0.47329869866371155,0.61635822057724,0.4772936701774597,0.6175017952919006,0.4898156225681305,0.817287802696228,0.4915260076522827,0.8074823617935181,171.86,172.4
54,0.48590603470802307,0.20293956995010376,0.48957952857017517,0.2287781685590744,0.48389604687690735,0.4382760226726532,0.48731765151023865,0.44430994987487793,0.4738331139087677,0.6178170442581177,0.4774797260761261,0.6176773309707642,0.48987627029418945,0.8188650608062744,0.4910919666290283,0.8074743747711182,172.23,172.65
55,0.4859190583229065,0.2022704929113388,0.4896220862865448,0.22904175519943237,0.4838055670261383,0.438306599855423,0.487223356962204,0.4443494975566864,0.4740718603134155,0.618549108505249,0.4775300621986389,0.6184083819389343,0.48987844586372375,0.8189971446990967,0.4904159605503082,0.8074079155921936,172.4,172.91
56,0.48593178391456604,0.20131832361221313,0.48964357376098633,0.22914402186870575,0.48381122946739197,0.4380817115306854,0.4872356653213501,0.44409170746803284,0.4740906357765198,0.6181871294975281,0.4775694012641907,0.6178634762763977,0.48984652757644653,0.8189889788627625,0.490011602640152,0.8066245913505554,172.42,173.04
57,0.48596715927124023,0.20139816403388977,0.4896999001502991,0.22924266755580902,0.4838196337223053,0.43812137842178345,0.4872460663318634,0.44411322474479675,0.4741039574146271,0.6180710792541504,0.47754406929016113,0.6172151565551758,0.4898512363433838,0.8189979195594788,0.4897622764110565,0.8055620789527893,172.43,173.08
58,0.4861276149749756,0.2016027569770813,0.48973557353019714,0.22928239405155182,0.48385825753211975,0.4378209114074707,0.4872344434261322,0.4439694285392761,0.4741164743900299,0.6174603700637817,0.47756361961364746,0.6170685291290283,0.4898432195186615,0.8189898133277893,0.4895660877227783,0.8055127263069153,172.43,173.16
59,0.4861224591732025,0.2016417533159256,0.4897434711456299,0.2292509526014328,0.4838620722293854,0.43691927194595337,0.48731037974357605,0.4425906240940094,0.47407251596450806,0.6161389946937561,0.47757741808891296,0.6160769462585449,0.48983022570610046,0.8187203407287598,0.48955342173576355,0.8050773739814758,172.43,173.16
60,0.48612383008003235,0.2017480731010437,0.48978784680366516,0.2291770875453949,0.4838660955429077,0.43651407957077026,0.487358957529068,0.4417107105255127,0.4740400016307831,0.6151202917098999,0.47762760519981384,0.6155386567115784,0.4897863566875458,0.8184521794319153,0.4895629286766052,0.8048140406608582,172.42,173.19
61,0.4861047565937042,0.20242933928966522,0.48984915018081665,0.22911079227924347,0.4831518828868866,0.4365367293357849,0.48725247383117676,0.44169095158576965,0.4739329218864441,0.6151265501976013,0.4776410460472107,0.6155891418457031,0.48975062370300293,0.818379282951355,0.489557147026062,0.8042603731155396,172.6,173.22
62,0.48609766364097595,0.20336483418941498,0.489928275346756,0.2290705293416977,0.48199954628944397,0.43657419085502625,0.4870404899120331,0.4416620135307312,0.4739111661911011,0.6151735782623291,0.47772830724716187,0.6161145567893982,0.48977574706077576,0.8183692097663879,0.48956626653671265,0.8040411472320557,172.94,173.34
63,0.48609161376953125,0.20457182824611664,0.4899917542934418,0.22906440496444702,0.4809536039829254,0.43740326166152954,0.48670461773872375,0.44196972250938416,0.47395601868629456,0.6192618608474731,0.47791820764541626,0.6214386224746704,0.49046847224235535,0.8194307088851929,0.4903373718261719,0.804993212223053,173.08,173.33
64,0.48608240485191345,0.2053503394126892,0.4900115132331848,0.2290598303079605,0.4803653955459595,0.4379255175590515,0.4864061176776886,0.44214752316474915,0.4738919734954834,0.6213523745536804,0.47792887687683105,0.6235697865486145,0.4907389283180237,0.8200603723526001,0.4909680187702179,0.8054227828979492,173.13,173.22
65,0.4860894978046417,0.20636862516403198,0.48998671770095825,0.22907181084156036,0.4800436496734619,0.4382084906101227,0.4857613444328308,0.4422484338283539,0.47377216815948486,0.6212251782417297,0.477873831987381,0.6233401298522949,0.490742951631546,0.819735050201416,0.491197794675827,0.8046571612358093,173.15,173.3
66,0.486087441444397,0.20709827542304993,0.49002593755722046,0.22907765209674835,0.47944557666778564,0.43873652815818787,0.48531025648117065,0.442455530166626,0.47368571162223816,0.6212974190711975,0.4778704345226288,0.623116135597229,0.49109989404678345,0.8197218775749207,0.49146291613578796,0.8038180470466614,173.18,173.34
67,0.48614439368247986,0.20763830840587616,0.49000611901283264,0.22946293652057648,0.47953757643699646,0.43922069668769836,0.48503461480140686,0.4429819583892822,0.4736890196800232,0.6218162775039673,0.4778735339641571,0.6232352256774902,0.4911181628704071,0.8199093341827393,0.49146318435668945,0.8039203882217407,173.14,173.42
68,0.48614394664764404,0.20797660946846008,0.4902326166629791,0.22997745871543884,0.4795636236667633,0.4395122230052948,0.48507580161094666,0.4434558153152466,0.47354432940483093,0.6218191981315613,0.4778936505317688,0.6232008934020996,0.4910692870616913,0.8197118043899536,0.4915618896484375,0.8034537434577942,173.05,173.38
69,0.4861301779747009,0.20819522440433502,0.4905771315097809,0.2299799770116806,0.47960957884788513,0.4399198293685913,0.4853712022304535,0.4435608983039856,0.4734250605106354,0.6217895150184631,0.4778980612754822,0.6224960684776306,0.49099060893058777,0.8194261789321899,0.49156853556632996,0.8019331693649292,172.97,173.25
70,0.48609042167663574,0.20832295715808868,0.4909709692001343,0.22996792197227478,0.47972145676612854,0.4401043951511383,0.4860883355140686,0.44354307651519775,0.4733660817146301,0.6217702627182007,0.477901816368103,0.6214949488639832,0.4908803105354309,0.8188517689704895,0.4915671944618225,0.800570011138916,172.92,173.0
71,0.4860377311706543,0.20842523872852325,0.4914412200450897,0.22981953620910645,0.47994089126586914,0.44112178683280945,0.4868713319301605,0.4435538947582245,0.4731528162956238,0.6217524409294128,0.4778871238231659,0.619970977306366,0.49074020981788635,0.818080723285675,0.4915556013584137,0.797908365726471,172.73,172.69
72,0.4859514832496643,0.20677883923053741,0.49198219180107117,0.22980988025665283,0.4808894395828247,0.4411213994026184,0.4890991449356079,0.44351282715797424,0.47289037704467773,0.6213487386703491,0.47800347208976746,0.6198835968971252,0.49069157242774963,0.8175321817398071,0.49190661311149597,0.7980116009712219,172.27,171.94
73,0.48524990677833557,0.20498919486999512,0.49264752864837646,0.22931769490242004,0.48193565011024475,0.44112223386764526,0.4914685785770416,0.4431973993778229,0.47279617190361023,0.621162474155426,0.4782078266143799,0.6196602582931519,0.4906877875328064,0.8175168037414551,0.4927065372467041,0.7983247637748718,171.89,171.06
74,0.48371854424476624,0.2040650099515915,0.4937164783477783,0.22735817730426788,0.4833611845970154,0.44100409746170044,0.4946169853210449,0.44259265065193176,0.4727446138858795,0.6208449602127075,0.47883784770965576,0.6192123889923096,0.49068471789360046,0.8175393342971802,0.49352285265922546,0.7984753251075745,171.41,170.21
75,0.4824666380882263,0.2041434645652771,0.4935276508331299,0.2265825718641281,0.4848913550376892,0.44224655628204346,0.49588415026664734,0.44284430146217346,0.47274357080459595,0.62088942527771,0.4800771176815033,0.6201576590538025,0.4905582368373871,0.8175855875015259,0.4936424493789673,0.8010045886039734,170.93,170.62
76,0.48181572556495667,0.20454460382461548,0.4921788275241852,0.22664682567119598,0.4879506528377533,0.4424053728580475,0.49736127257347107,0.44294029474258423,0.4736572206020355,0.6208750009536743,0.48121172189712524,0.6205369234085083,0.49055543541908264,0.8181594014167786,0.49354884028434753,0.802764892578125,170.53,170.93
77,0.48067814111709595,0.20492912828922272,0.4899909496307373,0.2273431420326233,0.4914110600948334,0.44392889738082886,0.49873581528663635,0.44405224919319153,0.4745577573776245,0.6208970546722412,0.4826139807701111,0.6212895512580872,0.49026980996131897,0.8191545009613037,0.4935705363750458,0.8070066571235657,170.03,171.43
78,0.4796407222747803,0.20527665317058563,0.48780834674835205,0.23038190603256226,0.49482446908950806,0.44450312852859497,0.5008655190467834,0.4446439743041992,0.47581857442855835,0.6199053525924683,0.483452171087265,0.620292067527771,0.4903640151023865,0.8202307224273682,0.49356770515441895,0.8089290261268616,169.66,171.27
79,0.4776780605316162,0.20960070192813873,0.48742204904556274,0.23273231089115143,0.49674323201179504,0.44552531838417053,0.5038385391235352,0.4449184238910675,0.475969135761261,0.6178576350212097,0.48334431648254395,0.6148363947868347,0.4907410144805908,0.8200516104698181,0.4941617250442505,0.8035984039306641,168.95,169.84
80,0.4770458936691284,0.21576620638370514,0.487427681684494,0.23986369371414185,0.501048743724823,0.4485349953174591,0.5083944797515869,0.4496128559112549,0.4760655164718628,0.6180742979049683,0.4850200414657593,0.6156749129295349,0.4914728105068207,0.8210814595222473,0.49505239725112915,0.8053500056266785,167.28,168.96
81,0.4760684370994568,0.223510280251503,0.4875432550907135,0.24739068746566772,0.505240797996521,0.4543565809726715,0.5125397443771362,0.45580464601516724,0.47504159808158875,0.6180881261825562,0.48536238074302673,0.6140901446342468,0.49176737666130066,0.8243643045425415,0.49503737688064575,0.8049471974372864,164.91,167.36
82,0.4761084318161011,0.23341061174869537,0.486603319644928,0.25835004448890686,0.510757327079773,0.4562346041202545,0.5160216689109802,0.460245281457901,0.47438105940818787,0.6178542971611023,0.4847262501716614,0.6142972111701965,0.4921325743198395,0.8255833387374878,0.4949928820133209,0.811752200126648,162.43,165.54
83,0.47598040103912354,0.24487349390983582,0.4865390956401825,0.27090519666671753,0.5144513845443726,0.4583682119846344,0.519284725189209,0.4644354581832886,0.4735090434551239,0.6178238987922668,0.48169684410095215,0.6144535541534424,0.49390164017677307,0.8273339867591858,0.4949566125869751,0.8173275589942932,160.04,162.19
84,0.4760197103023529,0.25425443053245544,0.4861578345298767,0.2883705794811249,0.5203884243965149,0.467253714799881,0.5231009125709534,0.47690674662590027,0.46843215823173523,0.6174179315567017,0.47551363706588745,0.6144384145736694,0.49414628744125366,0.8270608186721802,0.4952685236930847,0.8173597455024719,153.92,155.35
85,0.47613972425460815,0.267928808927536,0.4860193133354187,0.29910343885421753,0.5265402793884277,0.4785793125629425,0.5260393619537354,0.4864225387573242,0.4641990065574646,0.6173941493034363,0.470895379781723,0.6138432621955872,0.49251070618629456,0.8250141143798828,0.4937843382358551,0.8165436387062073,148.05,150.16
86,0.4762415587902069,0.2839777171611786,0.4861830174922943,0.30818772315979004,0.5288651585578918,0.49381688237190247,0.5306881666183472,0.49684759974479675,0.46052053570747375,0.619853138923645,0.4724457263946533,0.6189584732055664,0.49245065450668335,0.8231245875358582,0.49332284927368164,0.8164216876029968,142.6,148.47
87,0.47677502036094666,0.2962201237678528,0.4862358570098877,0.3297611474990845,0.5320742130279541,0.501284122467041,0.535193920135498,0.5108820199966431,0.45501047372817993,0.6198927164077759,0.47214275598526,0.6262380480766296,0.4923301637172699,0.822196364402771,0.49301639199256897,0.8193666934967041,136.53,145.17
88,0.4764844477176666,0.31480586528778076,0.4862635135650635,0.3434208631515503,0.5341166257858276,0.5184941291809082,0.5395031571388245,0.5262352824211121,0.4535035789012909,0.6236165761947632,0.47281762957572937,0.6528283953666687,0.4921572208404541,0.8222516179084778,0.49574175477027893,0.8209218978881836,131.51,144.46
